Rk,Team,Date,TD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C
230,DAL,2020-11-22,3,Sun,10,11,@,MIN,W 31-28,22,32,10,68.8,196,3,1,9.4,3.1,104.0,1,7,3.03,6.1,5.94,6.59,6.39,8.9
231,GNB,2020-11-22,3,Sun,10,11,@,IND,L 31-34 (OT),27,38,11,71.1,301,3,1,7.9,2.6,110.7,1,10,2.56,7.9,7.72,8.32,8.10,11.1
232,BUF,2020-11-15,3,Sun,10,10,@,ARI,L 30-32,33,50,17,66.0,296,3,2,6.0,4.0,85.1,0,0,0.00,5.9,5.92,5.32,5.32,9.0
233,TAM,2020-11-15,3,Sun,10,10,@,CAR,W 46-23,28,39,11,71.8,334,3,0,7.7,0.0,124.0,1,7,2.50,8.6,8.35,10.10,9.85,11.9
234,PIT,2020-11-08,3,Sun,8,9,@,DAL,W 24-19,31,45,14,68.9,309,3,0,6.7,0.0,110.3,0,0,0.00,6.9,6.87,8.20,8.20,10.0
235,IND,2020-11-01,3,Sun,7,8,@,DET,W 41-21,23,34,11,67.6,247,3,0,8.8,0.0,120.0,2,15,5.56,7.3,6.86,9.03,8.53,10.7
236,LAC,2020-11-01,3,Sun,7,8,@,DEN,L 30-31,29,44,15,65.9,275,3,2,6.8,4.5,87.1,2,3,4.35,6.3,5.98,5.57,5.33,9.5
237,SEA,2020-10-25,3,Sun,6,7,@,ARI,L 34-37 (OT),33,50,17,66.0,372,3,3,6.0,6.0,84.4,2,16,3.85,7.4,7.15,5.94,5.71,11.3
238,MIA,2020-10-11,3,Sun,5,5,@,SFO,W 43-17,22,28,6,78.6,342,3,0,10.7,0.0,154.5,2,8,6.67,12.2,11.40,14.36,13.40,15.5
239,LVR,2020-10-11,3,Sun,5,5,@,KAN,W 40-32,22,31,9,71.0,346,3,1,9.7,3.2,126.7,1,1,3.13,11.2,10.81,11.65,11.28,15.7
240,CLE,2020-10-04,3,Sun,4,4,@,DAL,W 49-38,20,31,11,64.5,201,3,0,9.7,0.0,115.3,2,1,6.06,6.5,6.09,8.42,7.91,10.1
241,ARI,2020-10-04,3,Sun,4,4,@,CAR,L 21-31,24,31,7,77.4,133,3,0,9.7,0.0,116.7,1,0,3.13,4.3,4.16,6.23,6.03,5.5
242,LAC,2020-10-04,3,Sun,4,4,@,TAM,L 31-38,20,25,5,80.0,278,3,1,12.0,4.0,137.9,2,12,7.41,11.1,10.30,11.72,10.85,13.9
243,DAL,2020-09-27,3,Sun,3,3,@,SEA,L 31-38,37,57,20,64.9,461,3,2,5.3,3.5,93.6,2,11,3.39,8.1,7.81,7.56,7.31,12.5
244,GNB,2020-09-27,3,Sun,3,3,@,NOR,W 37-30,21,32,11,65.6,271,3,0,9.4,0.0,124.9,1,12,3.03,8.5,8.21,10.34,10.03,12.9
245,TAM,2020-09-27,3,Sun,3,3,@,DEN,W 28-10,25,38,13,65.8,285,3,0,7.9,0.0,115.8,2,12,5.00,7.5,7.13,9.08,8.63,11.4
246,JAX,2020-09-20,3,Sun,2,2,@,TEN,L 30-33,30,45,15,66.7,315,3,2,6.7,4.4,92.7,2,24,4.26,7.0,6.70,6.33,6.06,10.5
247,LAR,2020-09-20,3,Sun,2,2,@,PHI,W 37-19,20,27,7,74.1,258,3,0,11.1,0.0,142.1,1,9,3.57,9.6,9.21,11.78,11.36,12.9
248,CIN,2020-09-17,3,Thu,2,2,@,CLE,L 30-35,37,61,24,60.7,285,3,0,4.9,0.0,90.6,3,31,4.69,4.7,4.45,5.66,5.39,7.7
249,PIT,2020-09-14,3,Mon,1,1,@,NYG,W 26-16,21,32,11,65.6,208,3,0,9.4,0.0,117.8,2,21,5.88,6.5,6.12,8.38,7.88,9.9
250,CHI,2020-09-13,3,Sun,1,1,@,DET,W 27-23,20,36,16,55.6,214,3,0,8.3,0.0,104.2,1,28,2.70,5.9,5.78,7.61,7.41,10.7
251,TEN,2020-01-11,3,Sat,2,19,@,BAL,W 28-12,8,15,7,53.3,83,3,0,20.0,0.0,111.4,1,8,6.25,5.5,5.19,9.53,8.94,10.4
252,NOR,2019-12-29,3,Sun,16,17,@,CAR,W 42-10,20,31,11,64.5,264,3,0,9.7,0.0,124.0,1,3,3.13,8.5,8.25,10.45,10.13,13.2
253,CLE,2019-12-29,3,Sun,16,17,@,CIN,L 23-33,12,27,15,44.4,239,3,3,11.1,11.1,79.6,6,40,18.18,8.9,7.24,6.07,4.97,19.9
254,NOR,2019-12-22,3,Sun,15,16,@,TEN,W 38-28,28,40,12,70.0,275,3,0,7.5,0.0,116.6,3,24,6.98,6.9,6.40,8.38,7.79,9.8
255,BAL,2019-12-22,3,Sun,15,16,@,CLE,W 31-15,20,31,11,64.5,238,3,0,9.7,0.0,120.1,0,0,0.00,7.7,7.68,9.61,9.61,11.9
256,PHI,2019-12-15,3,Sun,14,15,@,WAS,W 37-27,30,43,13,69.8,258,3,0,7.0,0.0,109.3,2,8,4.44,6.0,5.73,7.40,7.07,8.6
257,BAL,2019-12-08,3,Sun,13,14,@,BUF,W 24-17,16,25,9,64.0,139,3,1,12.0,4.0,102.5,1,6,3.85,5.6,5.35,6.16,5.92,8.7
258,TEN,2019-12-08,3,Sun,13,14,@,OAK,W 42-21,21,27,6,77.8,391,3,1,11.1,3.7,140.4,0,0,0.00,14.5,14.48,15.04,15.04,18.6
259,DEN,2019-12-08,3,Sun,13,14,@,HOU,W 38-24,22,27,5,81.5,301,3,1,11.1,3.7,136.0,1,8,3.57,11.1,10.75,11.70,11.29,13.7
260,NWE,2019-12-01,3,Sun,12,13,@,HOU,L 22-28,24,47,23,51.1,303,3,1,6.4,2.1,85.9,3,23,6.00,6.4,6.06,6.77,6.36,12.6
261,PHI,2019-12-01,3,Sun,12,13,@,MIA,L 31-37,28,46,18,60.9,294,3,1,6.5,2.2,93.6,2,16,4.17,6.4,6.13,6.72,6.44,10.5
262,CHI,2019-11-28,3,Thu,12,13,@,DET,W 24-20,29,38,9,76.3,331,3,1,7.9,2.6,118.1,1,7,2.56,8.7,8.49,9.11,8.87,11.4
263,CAR,2019-11-24,3,Sun,11,12,@,NOR,L 31-34,23,36,13,63.9,230,3,0,8.3,0.0,112.7,4,26,10.00,6.4,5.75,8.06,7.25,10.0
264,TAM,2019-11-24,3,Sun,11,12,@,ATL,W 35-22,18,28,10,64.3,313,3,2,10.7,7.1,108.2,0,0,0.00,11.2,11.18,10.11,10.11,17.4
265,NOR,2019-11-17,3,Sun,10,11,@,TAM,W 34-17,28,35,7,80.0,219,3,0,8.6,0.0,122.4,1,9,2.78,6.3,6.08,7.97,7.75,7.8
266,BUF,2019-11-17,3,Sun,10,11,@,MIA,W 37-20,21,33,12,63.6,256,3,0,9.1,0.0,117.7,0,0,0.00,7.8,7.76,9.58,9.58,12.2
267,DAL,2019-11-17,3,Sun,10,11,@,DET,W 35-27,29,46,17,63.0,434,3,0,6.5,0.0,116.6,1,10,2.13,9.4,9.23,10.74,10.51,15.0
268,KAN,2019-11-10,3,Sun,10,10,@,TEN,L 32-35,36,51,15,70.6,433,3,0,5.9,0.0,117.0,2,13,3.77,8.5,8.17,9.67,9.30,12.0
269,ARI,2019-11-10,3,Sun,10,10,@,TAM,L 27-30,28,45,17,62.2,342,3,1,6.7,2.2,99.3,2,8,4.26,7.6,7.28,7.93,7.60,12.2
270,BAL,2019-11-10,3,Sun,9,10,@,CIN,W 49-13,18,22,4,81.8,243,3,1,13.6,4.5,133.3,1,0,4.35,11.0,10.57,11.73,11.22,13.5
271,DAL,2019-11-04,3,Mon,8,9,@,NYG,W 37-18,22,35,13,62.9,257,3,1,8.6,2.9,101.7,0,0,0.00,7.3,7.34,7.77,7.77,11.7
272,MIN,2019-11-03,3,Sun,9,9,@,KAN,L 23-26,19,38,19,50.0,212,3,0,7.9,0.0,94.2,1,8,2.56,5.6,5.44,7.16,6.97,11.2
273,IND,2019-11-03,3,Sun,8,9,@,PIT,L 24-26,21,31,10,67.7,189,3,1,9.7,3.2,107.9,5,38,13.89,6.1,5.25,6.58,5.67,9.0
274,DET,2019-11-03,3,Sun,8,9,@,OAK,L 24-31,26,41,15,63.4,383,3,1,7.3,2.4,110.4,2,23,4.65,9.3,8.91,9.71,9.26,14.7
275,GNB,2019-10-27,3,Sun,8,8,@,KAN,W 31-24,23,33,10,69.7,256,3,0,9.1,0.0,129.0,5,49,13.16,7.8,6.74,9.58,8.32,11.1
276,OAK,2019-10-27,3,Sun,7,8,@,HOU,L 24-27,18,30,12,60.0,285,3,0,10.0,0.0,125.0,0,0,0.00,9.5,9.50,11.50,11.50,15.8
277,OAK,2019-10-20,3,Sun,6,7,@,GNB,L 24-42,24,31,7,77.4,329,3,1,9.7,3.2,129.6,0,0,0.00,10.6,10.61,11.10,11.10,13.7
278,NWE,2019-10-06,3,Sun,5,5,@,WAS,W 33-7,28,43,15,65.1,312,3,1,7.0,2.3,103.6,4,36,8.51,7.3,6.64,7.60,6.96,11.1
279,ATL,2019-10-06,3,Sun,5,5,@,HOU,L 32-53,32,46,14,69.6,316,3,1,6.5,2.2,102.6,2,14,4.17,6.9,6.58,7.20,6.90,9.9
280,TEN,2019-09-29,3,Sun,4,4,@,ATL,W 24-10,18,27,9,66.7,227,3,0,11.1,0.0,129.7,0,0,0.00,8.4,8.41,10.63,10.63,12.6
281,PHI,2019-09-26,3,Thu,4,4,@,GNB,W 34-27,16,27,11,59.3,160,3,0,11.1,0.0,113.2,0,0,0.00,5.9,5.93,8.15,8.15,10.0
282,CHI,2019-09-23,3,Mon,3,3,@,WAS,W 31-15,25,31,6,80.6,208,3,1,9.7,3.2,116.5,3,23,8.82,6.7,6.12,7.19,6.56,8.3
283,ATL,2019-09-22,3,Sun,3,3,@,IND,L 24-27,29,34,5,85.3,304,3,1,8.8,2.9,121.1,0,0,0.00,8.9,8.94,9.38,9.38,10.5
284,HOU,2019-09-22,3,Sun,3,3,@,LAC,W 27-20,25,34,9,73.5,337,3,0,8.8,0.0,135.8,2,14,5.56,9.9,9.36,11.68,11.03,13.5
285,IND,2019-09-15,3,Sun,2,2,@,TEN,W 19-17,17,28,11,60.7,121,3,1,10.7,3.6,95.2,3,25,9.68,4.3,3.90,4.86,4.39,7.1
286,DAL,2019-09-15,3,Sun,2,2,@,WAS,W 31-21,26,30,4,86.7,261,3,1,10.0,3.3,123.5,1,8,3.23,8.7,8.42,9.20,8.90,10.0
287,SEA,2019-09-15,3,Sun,2,2,@,PIT,W 28-26,29,35,6,82.9,274,3,0,8.6,0.0,131.0,4,26,10.26,7.8,7.03,9.54,8.56,9.4
288,SFO,2019-09-15,3,Sun,2,2,@,CIN,W 41-17,18,26,8,69.2,312,3,1,11.5,3.8,132.2,0,0,0.00,12.0,12.00,12.58,12.58,17.3
289,HOU,2019-09-09,3,Mon,1,1,@,NOR,L 28-30,20,30,10,66.7,234,3,1,10.0,3.3,114.3,6,34,16.67,7.8,6.50,8.30,6.92,11.7
290,TEN,2019-09-08,3,Sun,1,1,@,CLE,W 43-13,14,24,10,58.3,216,3,0,12.5,0.0,133.3,4,32,14.29,9.0,7.71,11.50,9.86,15.4
291,KAN,2019-09-08,3,Sun,1,1,@,JAX,W 40-26,25,34,9,73.5,378,3,0,8.8,0.0,139.1,0,0,0.00,11.1,11.12,12.88,12.88,15.1
292,DET,2019-09-08,3,Sun,1,1,@,ARI,T 27-27 (OT),27,45,18,60.0,361,3,0,6.7,0.0,110.0,3,24,6.25,8.0,7.52,9.36,8.77,13.4
293,WAS,2019-09-08,3,Sun,1,1,@,PHI,L 27-32,30,44,14,68.2,370,3,0,6.8,0.0,117.6,1,10,2.22,8.4,8.22,9.77,9.56,12.3
294,LAC,2019-01-13,3,Sun,2,19,@,NWE,L 28-41,25,51,26,49.0,316,3,1,5.9,2.0,81.4,2,15,3.77,6.2,5.96,6.49,6.25,12.6
295,PHI,2018-12-30,3,Sun,16,17,@,WAS,W 24-0,29,34,5,85.3,231,3,1,8.8,2.9,113.6,3,12,8.11,6.8,6.24,7.24,6.65,8.0
296,DET,2018-12-30,3,Sun,16,17,@,GNB,W 31-0,21,33,12,63.6,272,3,0,9.1,0.0,120.0,1,2,2.94,8.2,8.00,10.06,9.76,13.0
297,IND,2018-12-30,3,Sun,16,17,@,TEN,W 33-17,24,35,11,68.6,278,3,1,8.6,2.9,109.8,1,7,2.78,7.9,7.72,8.37,8.14,11.6
298,CLE,2018-12-30,3,Sun,16,17,@,BAL,L 24-26,23,42,19,54.8,376,3,3,7.1,7.1,79.1,0,0,0.00,9.0,8.95,7.17,7.17,16.3
299,SFO,2018-12-30,3,Sun,16,17,@,LAR,L 32-48,23,33,10,69.7,264,3,3,9.1,9.1,88.2,3,18,8.33,8.0,7.33,5.73,5.25,11.5
300,ATL,2018-12-30,3,Sun,16,17,@,TAM,W 34-32,32,45,13,71.1,380,3,1,6.7,2.2,109.8,1,3,2.17,8.4,8.26,8.78,8.59,11.9
301,PIT,2018-12-23,3,Sun,15,16,@,NOR,L 28-31,33,50,17,66.0,364,3,0,6.0,0.0,108.7,3,16,5.66,7.3,6.87,8.48,8.00,11.0
302,MIN,2018-12-23,3,Sun,15,16,@,DET,W 27-9,21,28,7,75.0,240,3,0,10.7,0.0,137.9,2,13,6.67,8.6,8.00,10.71,10.00,11.4
303,KAN,2018-12-23,3,Sun,15,16,@,SEA,L 31-38,23,40,17,57.5,265,3,0,7.5,0.0,103.4,1,8,2.44,6.6,6.46,8.13,7.93,11.5
304,ATL,2018-12-23,3,Sun,15,16,@,CAR,W 24-10,15,26,11,57.7,233,3,0,11.5,0.0,126.9,1,6,3.70,9.0,8.63,11.27,10.85,15.5
305,PHI,2018-12-09,3,Sun,13,14,@,DAL,L 23-29 (OT),22,32,10,68.8,222,3,0,9.4,0.0,120.3,2,6,5.88,6.9,6.53,8.81,8.29,10.1
306,NYG,2018-12-09,3,Sun,13,14,@,WAS,W 40-16,14,27,13,51.9,175,3,1,11.1,3.7,97.3,2,22,6.90,6.5,6.03,7.04,6.55,12.5
307,NWE,2018-12-09,3,Sun,13,14,@,MIA,L 33-34,27,43,16,62.8,344,3,0,7.0,0.0,112.4,2,14,4.44,8.0,7.64,9.40,8.98,12.7
308,ATL,2018-12-09,3,Sun,13,14,@,GNB,L 20-34,28,42,14,66.7,237,3,1,7.1,2.4,97.5,2,25,4.55,5.6,5.39,6.00,5.73,8.5
309,CAR,2018-11-18,3,Sun,10,11,@,DET,L 19-20,25,38,13,65.8,331,3,1,7.9,2.6,111.4,3,26,7.32,8.7,8.07,9.11,8.44,13.2
310,NYG,2018-11-12,3,Mon,9,10,@,SFO,W 27-23,19,31,12,61.3,180,3,0,9.7,0.0,110.7,1,8,3.13,5.8,5.63,7.74,7.50,9.5
311,NOR,2018-11-11,3,Sun,9,10,@,CIN,W 51-14,22,27,5,81.5,265,3,0,11.1,0.0,144.6,0,0,0.00,9.8,9.81,12.04,12.04,12.0
312,SEA,2018-11-11,3,Sun,9,10,@,LAR,L 31-36,17,26,9,65.4,141,3,0,11.5,0.0,123.2,4,35,13.33,5.4,4.70,7.73,6.70,8.3
313,LAR,2018-11-04,3,Sun,9,9,@,NOR,L 35-45,28,40,12,70.0,391,3,1,7.5,2.5,115.7,0,0,0.00,9.8,9.78,10.15,10.15,14.0
314,KAN,2018-11-04,3,Sun,9,9,@,CLE,W 37-21,23,32,9,71.9,360,3,1,9.4,3.1,129.0,2,15,5.88,11.3,10.59,11.72,11.03,15.7
315,PHI,2018-10-28,3,Sun,8,8,@,JAX,W 24-18,21,30,9,70.0,262,3,1,10.0,3.3,119.6,4,24,11.76,8.7,7.71,9.23,8.15,12.5
316,SEA,2018-10-28,3,Sun,7,8,@,DET,W 28-14,14,17,3,82.4,237,3,0,17.6,0.0,158.3,2,11,10.53,13.9,12.47,17.47,15.63,16.9
317,IND,2018-10-28,3,Sun,8,8,@,OAK,W 42-28,22,31,9,71.0,239,3,0,9.7,0.0,125.6,0,0,0.00,7.7,7.71,9.65,9.65,10.9
318,TAM,2018-10-28,3,Sun,7,8,@,CIN,L 34-37,29,50,21,58.0,450,3,4,6.0,8.0,76.2,6,20,10.71,9.0,8.04,6.60,5.89,15.5
319,NWE,2018-10-21,3,Sun,7,7,@,CHI,W 38-31,25,36,11,69.4,273,3,1,8.3,2.8,108.2,1,4,2.70,7.6,7.38,8.00,7.78,10.9
320,SEA,2018-10-14,3,Sun,6,6,@,OAK,W 27-3,17,23,6,73.9,214,3,1,13.0,4.3,125.4,1,8,4.17,9.3,8.92,9.96,9.54,12.6
321,CHI,2018-10-14,3,Sun,5,6,@,MIA,L 28-31 (OT),22,31,9,71.0,303,3,1,9.7,3.2,122.5,2,13,6.06,9.8,9.18,10.26,9.64,13.8
322,PHI,2018-10-11,3,Thu,6,6,@,NYG,W 34-13,26,36,10,72.2,271,3,0,8.3,0.0,122.2,1,7,2.70,7.5,7.32,9.19,8.95,10.4
323,NYG,2018-10-07,3,Sun,5,5,@,CAR,L 31-33,23,37,14,62.2,382,3,2,8.1,5.4,101.5,1,1,2.63,10.3,10.05,9.51,9.26,16.6
324,GNB,2018-10-07,3,Sun,5,5,@,DET,L 23-31,32,52,20,61.5,423,3,0,5.8,0.0,108.0,4,19,7.14,8.1,7.55,9.29,8.63,13.2
325,IND,2018-10-04,3,Thu,5,5,@,NWE,L 24-38,38,59,21,64.4,355,3,2,5.1,3.4,84.4,1,10,1.67,6.0,5.92,5.51,5.42,9.3
326,CIN,2018-09-30,3,Sun,4,4,@,ATL,W 37-36,29,41,12,70.7,308,3,1,7.3,2.4,109.5,3,29,6.82,7.5,7.00,7.88,7.34,10.6
327,MIN,2018-09-27,3,Thu,4,4,@,LAR,L 31-38,36,50,14,72.0,392,3,0,6.0,0.0,117.2,4,30,7.41,7.8,7.26,9.04,8.37,10.9
328,PIT,2018-09-24,3,Mon,3,3,@,TAM,W 30-27,30,38,8,78.9,335,3,1,7.9,2.6,120.7,3,18,7.32,8.8,8.17,9.21,8.54,11.2
329,NOR,2018-09-23,3,Sun,3,3,@,ATL,W 43-37 (OT),39,49,10,79.6,391,3,0,6.1,0.0,120.7,1,5,2.00,8.0,7.82,9.20,9.02,10.0
330,LAC,2018-09-16,3,Sun,2,2,@,BUF,W 31-20,23,27,4,85.2,240,3,0,11.1,0.0,143.2,2,16,6.90,8.9,8.28,11.11,10.34,10.4
331,DET,2018-09-16,3,Sun,2,2,@,SFO,L 27-30,34,53,19,64.2,329,3,0,5.7,0.0,101.7,2,18,3.64,6.2,5.98,7.34,7.07,9.7
332,CAR,2018-09-16,3,Sun,2,2,@,ATL,L 24-31,32,45,13,71.1,318,3,1,6.7,2.2,105.3,2,17,4.26,7.1,6.77,7.40,7.09,9.9
333,SEA,2018-09-09,3,Sun,1,1,@,DEN,L 24-27,19,33,14,57.6,242,3,2,9.1,6.1,92.7,6,56,15.38,7.3,6.21,6.42,5.44,12.7
334,NOR,2018-01-14,3,Sun,2,19,@,MIN,L 24-29,25,41,16,61.0,278,3,2,7.3,4.9,86.8,2,16,4.65,6.8,6.47,6.05,5.77,11.1
335,CIN,2017-12-31,3,Sun,16,17,@,BAL,W 31-27,23,44,21,52.3,213,3,0,6.8,0.0,89.4,1,9,2.22,4.8,4.73,6.20,6.07,9.3
336,GNB,2017-12-17,3,Sun,14,15,@,CAR,L 24-31,26,45,19,57.8,264,3,3,6.7,6.7,71.5,3,26,6.25,5.9,5.50,4.20,3.94,10.2
337,SEA,2017-12-10,3,Sun,13,14,@,JAX,L 24-30,17,31,14,54.8,260,3,3,9.7,9.7,76.9,2,11,6.06,8.4,7.88,5.97,5.61,15.3
338,GNB,2017-12-10,3,Sun,13,14,@,CLE,W 27-21 (OT),35,46,11,76.1,256,3,0,6.5,0.0,111.2,1,9,2.13,5.6,5.45,6.87,6.72,7.3
339,DAL,2017-12-10,3,Sun,13,14,@,NYG,W 30-10,20,30,10,66.7,332,3,0,10.0,0.0,137.1,0,0,0.00,11.1,11.07,13.07,13.07,16.6
340,GNB,2017-11-26,3,Sun,11,12,@,PIT,L 28-31,17,26,9,65.4,227,3,0,11.5,0.0,134.3,4,18,13.33,8.7,7.57,11.04,9.57,13.4
341,LAC,2017-11-23,3,Thu,11,12,@,DAL,W 28-6,27,33,6,81.8,434,3,0,9.1,0.0,149.1,0,0,0.00,13.2,13.15,14.97,14.97,16.1
342,WAS,2017-11-19,3,Sun,10,11,@,NOR,L 31-34 (OT),22,32,10,68.8,300,3,0,9.4,0.0,132.6,2,22,5.88,9.4,8.82,11.25,10.59,13.6
343,NWE,2017-11-19,3,Sun,10,11,@,OAK,W 33-8,30,37,7,81.1,332,3,0,8.1,0.0,132.0,1,8,2.63,9.0,8.74,10.59,10.32,11.1
344,ARI,2017-11-19,3,Sun,10,11,@,HOU,L 21-31,22,34,12,64.7,244,3,2,8.8,5.9,92.4,2,13,5.56,7.2,6.78,6.29,5.94,11.1
345,CIN,2017-11-19,3,Sun,10,11,@,DEN,W 20-17,15,25,10,60.0,141,3,0,12.0,0.0,117.3,2,13,7.41,5.6,5.22,8.04,7.44,9.4
346,NWE,2017-11-12,3,Sun,9,10,@,DEN,W 41-16,28,37,9,75.7,297,3,0,8.1,0.0,126.3,1,6,2.63,8.0,7.82,9.65,9.39,10.6
347,WAS,2017-10-23,3,Mon,6,7,@,PHI,L 24-34,30,40,10,75.0,269,3,1,7.5,2.5,110.7,4,34,9.09,6.7,6.11,7.10,6.45,9.0
348,TAM,2017-10-22,3,Sun,6,7,@,BUF,L 27-30,32,44,12,72.7,378,3,1,6.8,2.3,112.3,1,6,2.22,8.6,8.40,8.93,8.73,11.8
349,SEA,2017-10-22,3,Sun,6,7,@,NYG,W 24-7,27,39,12,69.2,321,3,0,7.7,0.0,121.1,1,13,2.50,8.2,8.03,9.77,9.53,11.9
350,NYJ,2017-10-22,3,Sun,7,7,@,MIA,L 28-31,17,27,10,63.0,180,3,1,11.1,3.7,108.4,3,29,10.00,6.7,6.00,7.22,6.50,10.6
351,DAL,2017-10-22,3,Sun,6,7,@,SFO,W 40-10,17,27,10,63.0,236,3,0,11.1,0.0,128.0,0,0,0.00,8.7,8.74,10.96,10.96,13.9
352,KAN,2017-10-19,3,Thu,7,7,@,OAK,L 30-31,25,36,11,69.4,331,3,0,8.3,0.0,127.3,1,11,2.70,9.2,8.95,10.86,10.57,13.2
353,TAM,2017-10-15,3,Sun,5,6,@,ARI,L 33-38,27,42,15,64.3,344,3,2,7.1,4.8,94.4,2,7,4.55,8.2,7.82,7.48,7.14,12.7
354,DET,2017-10-15,3,Sun,6,6,@,NOR,L 38-52,25,52,27,48.1,281,3,3,5.8,5.8,62.3,5,31,8.77,5.4,4.93,3.96,3.61,11.2
355,PHI,2017-10-12,3,Thu,6,6,@,CAR,W 28-23,16,30,14,53.3,209,3,0,10.0,0.0,110.7,3,13,9.09,7.0,6.33,8.97,8.15,13.1
356,LAC,2017-10-08,3,Sun,5,5,@,NYG,W 27-22,21,44,23,47.7,258,3,1,6.8,2.3,79.5,0,0,0.00,5.9,5.86,6.20,6.20,12.3
357,KAN,2017-10-08,3,Sun,5,5,@,HOU,W 42-34,29,37,8,78.4,323,3,0,8.1,0.0,130.2,1,1,2.63,8.7,8.50,10.35,10.08,11.1
358,GNB,2017-10-08,3,Sun,5,5,@,DAL,W 35-31,19,29,10,65.5,182,3,0,10.3,0.0,122.9,4,39,12.12,6.3,5.52,8.34,7.33,9.6
359,CAR,2017-10-08,3,Sun,5,5,@,DET,W 27-24,26,33,7,78.8,334,3,0,9.1,0.0,141.8,3,21,8.33,10.1,9.28,11.94,10.94,12.8
360,CAR,2017-10-01,3,Sun,4,4,@,NWE,W 33-30,22,29,7,75.9,304,3,1,10.3,3.4,130.8,2,12,6.45,10.5,9.81,11.00,10.29,13.8
361,NYG,2017-09-24,3,Sun,3,3,@,PHI,L 24-27,35,47,12,74.5,366,3,2,6.4,4.3,100.1,0,0,0.00,7.8,7.79,7.15,7.15,10.5
362,NOR,2017-09-24,3,Sun,3,3,@,CAR,W 34-13,22,29,7,75.9,213,3,0,10.3,0.0,131.4,1,7,3.33,7.3,7.10,9.41,9.10,9.7
363,LAR,2017-09-21,3,Thu,3,3,@,SFO,W 41-39,22,28,6,78.6,292,3,0,10.7,0.0,145.8,0,0,0.00,10.4,10.43,12.57,12.57,13.3
364,NWE,2017-09-17,3,Sun,2,2,@,NOR,W 36-20,30,39,9,76.9,436,3,0,7.7,0.0,139.6,2,11,4.88,11.2,10.63,12.72,12.10,14.5
365,LAC,2017-09-11,3,Mon,1,1,@,DEN,L 21-24,22,33,11,66.7,185,3,1,9.1,3.0,99.6,1,7,2.94,5.6,5.44,6.06,5.88,8.4
366,GNB,2017-01-22,3,Sun,3,20,@,ATL,L 21-44,27,45,18,60.0,268,3,1,6.7,2.2,91.6,2,19,4.26,6.0,5.70,6.29,6.02,9.9
367,ARI,2017-01-01,3,Sun,16,17,@,LAR,W 44-6,22,42,20,52.4,260,3,2,7.1,4.8,75.8,1,3,2.33,6.2,6.05,5.48,5.35,11.8
368,NWE,2017-01-01,3,Sun,16,17,@,MIA,W 35-14,25,34,9,73.5,276,3,0,8.8,0.0,126.6,0,0,0.00,8.1,8.12,9.88,9.88,11.0
369,MIN,2016-12-24,3,Sat,15,16,@,GNB,L 25-38,34,50,16,68.0,353,3,0,6.0,0.0,110.6,4,29,7.41,7.1,6.54,8.26,7.65,10.4
370,ATL,2016-12-11,3,Sun,13,14,@,LAR,W 42-14,18,30,12,60.0,220,3,0,10.0,0.0,118.3,2,17,6.25,7.3,6.88,9.33,8.75,12.2
371,NYG,2016-11-27,3,Sun,11,12,@,CLE,W 27-13,15,27,12,55.6,192,3,0,11.1,0.0,115.4,1,2,3.57,7.1,6.86,9.33,9.00,12.8
372,SFO,2016-11-27,3,Sun,11,12,@,MIA,L 24-31,29,46,17,63.0,282,3,1,6.5,2.2,94.1,2,14,4.17,6.1,5.88,6.46,6.19,9.7
373,SDG,2016-11-27,3,Sun,11,12,@,HOU,W 21-13,22,30,8,73.3,235,3,1,10.0,3.3,116.3,1,7,3.23,7.8,7.58,8.33,8.06,10.7
374,LAR,2016-11-27,3,Sun,11,12,@,NOR,L 21-49,20,32,12,62.5,178,3,1,9.4,3.1,100.3,3,36,8.57,5.6,5.09,6.03,5.51,8.9
375,WAS,2016-11-24,3,Thu,11,12,@,DAL,L 26-31,41,53,12,77.4,449,3,0,5.7,0.0,120.7,0,0,0.00,8.5,8.47,9.60,9.60,11.0
376,PIT,2016-11-24,3,Thu,11,12,@,IND,W 28-7,14,21,7,66.7,221,3,0,14.3,0.0,141.1,0,0,0.00,10.5,10.52,13.38,13.38,15.8
377,GNB,2016-11-20,3,Sun,10,11,@,WAS,L 24-42,27,44,17,61.4,340,3,1,6.8,2.3,100.6,2,20,4.35,7.7,7.39,8.07,7.72,12.6
378,SEA,2016-11-13,3,Sun,9,10,@,NWE,W 31-24,25,37,12,67.6,324,3,0,8.1,0.0,124.6,3,24,7.50,8.8,8.10,10.38,9.60,13.0
379,DAL,2016-11-06,3,Sun,8,9,@,CLE,W 35-10,22,28,6,78.6,255,3,0,10.7,0.0,140.3,0,0,0.00,9.1,9.11,11.25,11.25,11.6
380,NOR,2016-11-06,3,Sun,8,9,@,SFO,W 41-23,28,39,11,71.8,323,3,0,7.7,0.0,122.1,1,0,2.50,8.3,8.08,9.82,9.58,11.5
381,TEN,2016-11-06,3,Sun,9,9,@,SDG,L 35-43,27,43,16,62.8,313,3,2,7.0,4.7,88.6,0,0,0.00,7.3,7.28,6.58,6.58,11.6
